type	chapter_no	service_no	description_de	description_fr	description_it	valid_from	valid_until
srv	6.3	6062	Stillberatung, Einzelsetting	Conseil en allaitement, séance individuelle	Consulenza per l’allattamento, seduta individuale	2027-01-01	9998-12-31
srv	6.3	6063	Stillberatung, Einzelsetting, online live	Conseil en allaitement, séance individuelle, en ligne et en direct	Consulenza per l’allattamento, seduta individuale, online live	2027-01-01	9998-12-31
srv	6.3	6064	Trageberatung, pro 1 Sitzung	Conseil de portage, par séance	Consulenza per il trasporto dei neonati, 1 seduta	2027-01-01	9998-12-31
srv	6.3	6065	Trageberatung, online live, pro 1 Sitzung	Conseil de portage, en ligne et en direct, par séance	Consulenza per il trasporto dei neonati, online live, 1 seduta	2027-01-01	9998-12-31
srv	6.3	6066	Trageberatung, pro 1 Monat	Conseil de portage, par mois	Consulenza per il trasporto dei neonati, 1 mese	2027-01-01	9998-12-31
srv	6.3	6067	Trageberatung, online live, pro 1 Monat	Conseil de portage, en ligne et en direct, par mois	Consulenza per il trasporto dei neonati, online live, 1 mese	2027-01-01	9998-12-31
srv	6.3	6068	Trageberatung, Einzelsetting	Conseil de portage, séance individuelle	Consulenza per il trasporto dei neonati, seduta individuale	2027-01-01	9998-12-31
srv	6.3	6069	Trageberatung, Einzelsetting, online live	Conseil de portage, séance individuelle, en ligne et en direct	Consulenza per il trasporto dei neonati, seduta individuale, online live	2027-01-01	9998-12-31
srv	6.3	7001	Babymassage-Kurs, pro 1 Sitzung	Cours de massage pour bébé, par séance	Corso di massaggi per neonati, 1 seduta	2021-01-01	9998-12-31
srv	6.3	6070	Babymassage-Kurs, online live, pro 1 Sitzung	Cours de massage pour bébé, en ligne et en direct, par séance	Corso di massaggi per neonati, online live, 1 seduta	2027-01-01	9998-12-31
srv	6.3	6071	Babymassage-Kurs, pro 1 Monat	Cours de massage pour bébé, par mois	Corso di massaggi per neonati, 1 mese	2027-01-01	9998-12-31
srv	6.3	6072	Babymassage-Kurs, online live, pro 1 Monat	Cours de massage pour bébé, en ligne et en direct, par mois	Corso di massaggi per neonati, online live, 1 mese	2027-01-01	9998-12-31
srv	6.3	6073	Babymassage-Kurs, Personal Training	Cours de massage pour bébé, entraînement personnalisé	Corso di massaggi per neonati, personal training	2027-01-01	9998-12-31
srv	6.3	6074	Babymassage-Kurs, Personal Training, online live	Cours de massage pour bébé, entraînement personnalisé, en ligne et en direct	Corso di massaggi per neonati, personal training, online live	2027-01-01	9998-12-31
srv	6.3	6075	Geburtsbegleitung, pauschal	Accompagnement lors de l’accouchement, forfait	Assistenza al parto, forfait	2027-01-01	9998-12-31
srv	6.3	6076	Geburtsmassage, pro 1 Sitzung	Massage obstétrical, par séance	Massaggio per il parto, 1 seduta	2027-01-01	9998-12-31
srv	6.3	6077	Geburtsmassage, pro 1 Monat	Massage obstétrical, par mois	Massaggio per il parto, 1 mese	2027-01-01	9998-12-31
srv	6.3	6078	Akupunktur zur Geburtsvorbereitung, pro 1 Sitzung	Acupuncture pour la préparation à l’accouchement, par séance	Agopuntura in preparazione al parto, 1 seduta	2027-01-01	9998-12-31
srv	6.3	6079	Akupunktur zur Geburtsvorbereitung, pro 1 Monat	Acupuncture pour la préparation à l’accouchement, par mois	Agopuntura in preparazione al parto, 1 mese	2027-01-01	9998-12-31
